x,y,elevation,m_sp
0.0,0.0,,0.6000000000000001
10.0,0.0,,0.6000000000000001
20.0,0.0,,0.6000000000000001
30.0,0.0,,0.6000000000000001
40.0,0.0,,0.6000000000000001
50.0,0.0,,0.6000000000000001
60.0,0.0,,0.6000000000000001
70.0,0.0,,0.6000000000000001
80.0,0.0,,0.6000000000000001
90.0,0.0,,0.6000000000000001
100.0,0.0,,0.6000000000000001
110.0,0.0,,0.6000000000000001
120.0,0.0,,0.6000000000000001
130.0,0.0,,0.6000000000000001
140.0,0.0,,0.6000000000000001
150.0,0.0,,0.6000000000000001
160.0,0.0,,0.6000000000000001
170.0,0.0,,0.6000000000000001
180.0,0.0,,0.6000000000000001
190.0,0.0,,0.6000000000000001
200.0,0.0,,0.6000000000000001
210.0,0.0,,0.6000000000000001
220.0,0.0,,0.6000000000000001
230.0,0.0,,0.6000000000000001
240.0,0.0,,0.6000000000000001
250.0,0.0,,0.6000000000000001
260.0,0.0,,0.6000000000000001
270.0,0.0,,0.6000000000000001
280.0,0.0,,0.6000000000000001
290.0,0.0,,0.6000000000000001
300.0,0.0,,0.6000000000000001
310.0,0.0,,0.6000000000000001
320.0,0.0,,0.6000000000000001
330.0,0.0,,0.6000000000000001
340.0,0.0,,0.6000000000000001
350.0,0.0,,0.6000000000000001
360.0,0.0,,0.6000000000000001
370.0,0.0,,0.6000000000000001
380.0,0.0,,0.6000000000000001
390.0,0.0,,0.6000000000000001
400.0,0.0,,0.6000000000000001
410.0,0.0,,0.6000000000000001
420.0,0.0,,0.6000000000000001
430.0,0.0,,0.6000000000000001
440.0,0.0,,0.6000000000000001
450.0,0.0,,0.6000000000000001
460.0,0.0,,0.6000000000000001
470.0,0.0,,0.6000000000000001
480.0,0.0,,0.6000000000000001
490.0,0.0,,0.6000000000000001
500.0,0.0,,0.6000000000000001
510.0,0.0,,0.6000000000000001
520.0,0.0,,0.6000000000000001
530.0,0.0,,0.6000000000000001
540.0,0.0,,0.6000000000000001
550.0,0.0,,0.6000000000000001
560.0,0.0,,0.6000000000000001
570.0,0.0,,0.6000000000000001
580.0,0.0,,0.6000000000000001
590.0,0.0,,0.6000000000000001
600.0,0.0,,0.6000000000000001
610.0,0.0,,0.6000000000000001
620.0,0.0,,0.6000000000000001
630.0,0.0,,0.6000000000000001
640.0,0.0,,0.6000000000000001
650.0,0.0,,0.6000000000000001
660.0,0.0,,0.6000000000000001
670.0,0.0,,0.6000000000000001
680.0,0.0,,0.6000000000000001
690.0,0.0,,0.6000000000000001
700.0,0.0,,0.6000000000000001
710.0,0.0,,0.6000000000000001
720.0,0.0,,0.6000000000000001
730.0,0.0,,0.6000000000000001
740.0,0.0,,0.6000000000000001
750.0,0.0,,0.6000000000000001
0.0,10.0,,0.6000000000000001
10.0,10.0,,0.6000000000000001
20.0,10.0,,0.6000000000000001
30.0,10.0,,0.6000000000000001
40.0,10.0,,0.6000000000000001
50.0,10.0,,0.6000000000000001
60.0,10.0,,0.6000000000000001
70.0,10.0,,0.6000000000000001
80.0,10.0,,0.6000000000000001
90.0,10.0,,0.6000000000000001
100.0,10.0,,0.6000000000000001
110.0,10.0,,0.6000000000000001
120.0,10.0,,0.6000000000000001
130.0,10.0,,0.6000000000000001
140.0,10.0,,0.6000000000000001
150.0,10.0,,0.6000000000000001
160.0,10.0,,0.6000000000000001
170.0,10.0,,0.6000000000000001
180.0,10.0,,0.6000000000000001
190.0,10.0,,0.6000000000000001
200.0,10.0,,0.6000000000000001
210.0,10.0,,0.6000000000000001
220.0,10.0,,0.6000000000000001
230.0,10.0,,0.6000000000000001
240.0,10.0,,0.6000000000000001
250.0,10.0,,0.6000000000000001
260.0,10.0,,0.6000000000000001
270.0,10.0,,0.6000000000000001
280.0,10.0,,0.6000000000000001
290.0,10.0,,0.6000000000000001
300.0,10.0,,0.6000000000000001
310.0,10.0,,0.6000000000000001
320.0,10.0,,0.6000000000000001
330.0,10.0,,0.6000000000000001
340.0,10.0,,0.6000000000000001
350.0,10.0,,0.6000000000000001
360.0,10.0,,0.6000000000000001
370.0,10.0,,0.6000000000000001
380.0,10.0,,0.6000000000000001
390.0,10.0,,0.6000000000000001
400.0,10.0,,0.6000000000000001
410.0,10.0,,0.6000000000000001
420.0,10.0,,0.6000000000000001
430.0,10.0,,0.6000000000000001
440.0,10.0,,0.6000000000000001
450.0,10.0,,0.6000000000000001
460.0,10.0,,0.6000000000000001
470.0,10.0,,0.6000000000000001
480.0,10.0,,0.6000000000000001
490.0,10.0,,0.6000000000000001
500.0,10.0,,0.6000000000000001
510.0,10.0,,0.6000000000000001
520.0,10.0,,0.6000000000000001
530.0,10.0,,0.6000000000000001
540.0,10.0,,0.6000000000000001
550.0,10.0,,0.6000000000000001
560.0,10.0,,0.6000000000000001
570.0,10.0,,0.6000000000000001
580.0,10.0,,0.6000000000000001
590.0,10.0,,0.6000000000000001
600.0,10.0,,0.6000000000000001
610.0,10.0,,0.6000000000000001
620.0,10.0,,0.6000000000000001
630.0,10.0,,0.6000000000000001
640.0,10.0,,0.6000000000000001
650.0,10.0,,0.6000000000000001
660.0,10.0,,0.6000000000000001
670.0,10.0,,0.6000000000000001
680.0,10.0,,0.6000000000000001
690.0,10.0,,0.6000000000000001
700.0,10.0,,0.6000000000000001
710.0,10.0,,0.6000000000000001
720.0,10.0,,0.6000000000000001
730.0,10.0,,0.6000000000000001
740.0,10.0,,0.6000000000000001
750.0,10.0,,0.6000000000000001
0.0,20.0,,0.6000000000000001
10.0,20.0,,0.6000000000000001
20.0,20.0,,0.6000000000000001
30.0,20.0,,0.6000000000000001
40.0,20.0,,0.6000000000000001
50.0,20.0,,0.6000000000000001
60.0,20.0,,0.6000000000000001
70.0,20.0,,0.6000000000000001
80.0,20.0,,0.6000000000000001
90.0,20.0,,0.6000000000000001
100.0,20.0,,0.6000000000000001
110.0,20.0,,0.6000000000000001
120.0,20.0,,0.6000000000000001
130.0,20.0,,0.6000000000000001
140.0,20.0,,0.6000000000000001
150.0,20.0,,0.6000000000000001
160.0,20.0,,0.6000000000000001
170.0,20.0,,0.6000000000000001
180.0,20.0,,0.6000000000000001
190.0,20.0,,0.6000000000000001
200.0,20.0,,0.6000000000000001
210.0,20.0,,0.6000000000000001
220.0,20.0,,0.6000000000000001
230.0,20.0,,0.6000000000000001
240.0,20.0,,0.6000000000000001
250.0,20.0,,0.6000000000000001
260.0,20.0,,0.6000000000000001
270.0,20.0,,0.6000000000000001
280.0,20.0,,0.6000000000000001
290.0,20.0,,0.6000000000000001
300.0,20.0,,0.6000000000000001
310.0,20.0,,0.6000000000000001
320.0,20.0,,0.6000000000000001
330.0,20.0,,0.6000000000000001
340.0,20.0,,0.6000000000000001
350.0,20.0,,0.6000000000000001
360.0,20.0,,0.6000000000000001
370.0,20.0,,0.6000000000000001
380.0,20.0,,0.6000000000000001
390.0,20.0,,0.6000000000000001
400.0,20.0,,0.6000000000000001
410.0,20.0,,0.6000000000000001
420.0,20.0,,0.6000000000000001
430.0,20.0,,0.6000000000000001
440.0,20.0,,0.6000000000000001
450.0,20.0,,0.6000000000000001
460.0,20.0,,0.6000000000000001
470.0,20.0,,0.6000000000000001
480.0,20.0,,0.6000000000000001
490.0,20.0,,0.6000000000000001
500.0,20.0,,0.6000000000000001
510.0,20.0,,0.6000000000000001
520.0,20.0,,0.6000000000000001
530.0,20.0,,0.6000000000000001
540.0,20.0,,0.6000000000000001
550.0,20.0,,0.6000000000000001
560.0,20.0,,0.6000000000000001
570.0,20.0,,0.6000000000000001
580.0,20.0,,0.6000000000000001
590.0,20.0,,0.6000000000000001
600.0,20.0,,0.6000000000000001
610.0,20.0,,0.6000000000000001
620.0,20.0,,0.6000000000000001
630.0,20.0,,0.6000000000000001
640.0,20.0,,0.6000000000000001
650.0,20.0,,0.6000000000000001
660.0,20.0,,0.6000000000000001
670.0,20.0,,0.6000000000000001
680.0,20.0,,0.6000000000000001
690.0,20.0,,0.6000000000000001
700.0,20.0,,0.6000000000000001
710.0,20.0,,0.6000000000000001
720.0,20.0,,0.6000000000000001
730.0,20.0,,0.6000000000000001
740.0,20.0,,0.6000000000000001
750.0,20.0,,0.6000000000000001
0.0,30.0,,0.6000000000000001
10.0,30.0,,0.6000000000000001
20.0,30.0,,0.6000000000000001
30.0,30.0,,0.6000000000000001
40.0,30.0,,0.6000000000000001
50.0,30.0,,0.6000000000000001
60.0,30.0,,0.6000000000000001
70.0,30.0,,0.6000000000000001
80.0,30.0,,0.6000000000000001
90.0,30.0,,0.6000000000000001
100.0,30.0,,0.6000000000000001
110.0,30.0,,0.6000000000000001
120.0,30.0,,0.6000000000000001
130.0,30.0,,0.6000000000000001
140.0,30.0,,0.6000000000000001
150.0,30.0,,0.6000000000000001
160.0,30.0,,0.6000000000000001
170.0,30.0,,0.6000000000000001
180.0,30.0,,0.6000000000000001
190.0,30.0,,0.6000000000000001
200.0,30.0,,0.6000000000000001
210.0,30.0,,0.6000000000000001
220.0,30.0,,0.6000000000000001
230.0,30.0,,0.6000000000000001
240.0,30.0,,0.6000000000000001
250.0,30.0,,0.6000000000000001
260.0,30.0,,0.6000000000000001
270.0,30.0,,0.6000000000000001
280.0,30.0,,0.6000000000000001
290.0,30.0,,0.6000000000000001
300.0,30.0,,0.6000000000000001
310.0,30.0,,0.6000000000000001
320.0,30.0,,0.6000000000000001
330.0,30.0,,0.6000000000000001
340.0,30.0,,0.6000000000000001
350.0,30.0,,0.6000000000000001
360.0,30.0,,0.6000000000000001
370.0,30.0,,0.6000000000000001
380.0,30.0,,0.6000000000000001
390.0,30.0,,0.6000000000000001
400.0,30.0,,0.6000000000000001
410.0,30.0,,0.6000000000000001
420.0,30.0,,0.6000000000000001
430.0,30.0,,0.6000000000000001
440.0,30.0,,0.6000000000000001
450.0,30.0,,0.6000000000000001
460.0,30.0,,0.6000000000000001
470.0,30.0,,0.6000000000000001
480.0,30.0,,0.6000000000000001
490.0,30.0,,0.6000000000000001
500.0,30.0,,0.6000000000000001
510.0,30.0,,0.6000000000000001
520.0,30.0,,0.6000000000000001
530.0,30.0,,0.6000000000000001
540.0,30.0,,0.6000000000000001
550.0,30.0,,0.6000000000000001
560.0,30.0,,0.6000000000000001
570.0,30.0,,0.6000000000000001
