x,y,elevation,m_sp
0.0,0.0,,0.4
10.0,0.0,,0.4
20.0,0.0,,0.4
30.0,0.0,,0.4
40.0,0.0,,0.4
50.0,0.0,,0.4
60.0,0.0,,0.4
70.0,0.0,,0.4
80.0,0.0,,0.4
90.0,0.0,,0.4
100.0,0.0,,0.4
110.0,0.0,,0.4
120.0,0.0,,0.4
130.0,0.0,,0.4
140.0,0.0,,0.4
150.0,0.0,,0.4
160.0,0.0,,0.4
170.0,0.0,,0.4
180.0,0.0,,0.4
190.0,0.0,,0.4
200.0,0.0,,0.4
210.0,0.0,,0.4
220.0,0.0,,0.4
230.0,0.0,,0.4
240.0,0.0,,0.4
250.0,0.0,,0.4
260.0,0.0,,0.4
270.0,0.0,,0.4
280.0,0.0,,0.4
290.0,0.0,,0.4
300.0,0.0,,0.4
310.0,0.0,,0.4
320.0,0.0,,0.4
330.0,0.0,,0.4
340.0,0.0,,0.4
350.0,0.0,,0.4
360.0,0.0,,0.4
370.0,0.0,,0.4
380.0,0.0,,0.4
390.0,0.0,,0.4
400.0,0.0,,0.4
410.0,0.0,,0.4
420.0,0.0,,0.4
430.0,0.0,,0.4
440.0,0.0,,0.4
450.0,0.0,,0.4
460.0,0.0,,0.4
470.0,0.0,,0.4
480.0,0.0,,0.4
490.0,0.0,,0.4
500.0,0.0,,0.4
510.0,0.0,,0.4
520.0,0.0,,0.4
530.0,0.0,,0.4
540.0,0.0,,0.4
550.0,0.0,,0.4
560.0,0.0,,0.4
570.0,0.0,,0.4
580.0,0.0,,0.4
590.0,0.0,,0.4
600.0,0.0,,0.4
610.0,0.0,,0.4
620.0,0.0,,0.4
630.0,0.0,,0.4
640.0,0.0,,0.4
650.0,0.0,,0.4
660.0,0.0,,0.4
670.0,0.0,,0.4
680.0,0.0,,0.4
690.0,0.0,,0.4
700.0,0.0,,0.4
710.0,0.0,,0.4
720.0,0.0,,0.4
730.0,0.0,,0.4
740.0,0.0,,0.4
750.0,0.0,,0.4
0.0,10.0,,0.4
10.0,10.0,,0.4
20.0,10.0,,0.4
30.0,10.0,,0.4
40.0,10.0,,0.4
50.0,10.0,,0.4
60.0,10.0,,0.4
70.0,10.0,,0.4
80.0,10.0,,0.4
90.0,10.0,,0.4
100.0,10.0,,0.4
110.0,10.0,,0.4
120.0,10.0,,0.4
130.0,10.0,,0.4
140.0,10.0,,0.4
150.0,10.0,,0.4
160.0,10.0,,0.4
170.0,10.0,,0.4
180.0,10.0,,0.4
190.0,10.0,,0.4
200.0,10.0,,0.4
210.0,10.0,,0.4
220.0,10.0,,0.4
230.0,10.0,,0.4
240.0,10.0,,0.4
250.0,10.0,,0.4
260.0,10.0,,0.4
270.0,10.0,,0.4
280.0,10.0,,0.4
290.0,10.0,,0.4
300.0,10.0,,0.4
310.0,10.0,,0.4
320.0,10.0,,0.4
330.0,10.0,,0.4
340.0,10.0,,0.4
350.0,10.0,,0.4
360.0,10.0,,0.4
370.0,10.0,,0.4
380.0,10.0,,0.4
390.0,10.0,,0.4
400.0,10.0,,0.4
410.0,10.0,,0.4
420.0,10.0,,0.4
430.0,10.0,,0.4
440.0,10.0,,0.4
450.0,10.0,,0.4
460.0,10.0,,0.4
470.0,10.0,,0.4
480.0,10.0,,0.4
490.0,10.0,,0.4
500.0,10.0,,0.4
510.0,10.0,,0.4
520.0,10.0,,0.4
530.0,10.0,,0.4
540.0,10.0,,0.4
550.0,10.0,,0.4
560.0,10.0,,0.4
570.0,10.0,,0.4
580.0,10.0,,0.4
590.0,10.0,,0.4
600.0,10.0,,0.4
610.0,10.0,,0.4
620.0,10.0,,0.4
630.0,10.0,,0.4
640.0,10.0,,0.4
650.0,10.0,,0.4
660.0,10.0,,0.4
670.0,10.0,,0.4
680.0,10.0,,0.4
690.0,10.0,,0.4
700.0,10.0,,0.4
710.0,10.0,,0.4
720.0,10.0,,0.4
730.0,10.0,,0.4
740.0,10.0,,0.4
750.0,10.0,,0.4
0.0,20.0,,0.4
10.0,20.0,,0.4
20.0,20.0,,0.4
30.0,20.0,,0.4
40.0,20.0,,0.4
50.0,20.0,,0.4
60.0,20.0,,0.4
70.0,20.0,,0.4
80.0,20.0,,0.4
90.0,20.0,,0.4
100.0,20.0,,0.4
110.0,20.0,,0.4
120.0,20.0,,0.4
130.0,20.0,,0.4
140.0,20.0,,0.4
150.0,20.0,,0.4
160.0,20.0,,0.4
170.0,20.0,,0.4
180.0,20.0,,0.4
190.0,20.0,,0.4
200.0,20.0,,0.4
210.0,20.0,,0.4
220.0,20.0,,0.4
230.0,20.0,,0.4
240.0,20.0,,0.4
250.0,20.0,,0.4
260.0,20.0,,0.4
270.0,20.0,,0.4
280.0,20.0,,0.4
290.0,20.0,,0.4
300.0,20.0,,0.4
310.0,20.0,,0.4
320.0,20.0,,0.4
330.0,20.0,,0.4
340.0,20.0,,0.4
350.0,20.0,,0.4
360.0,20.0,,0.4
370.0,20.0,,0.4
380.0,20.0,,0.4
390.0,20.0,,0.4
400.0,20.0,,0.4
410.0,20.0,,0.4
420.0,20.0,,0.4
430.0,20.0,,0.4
440.0,20.0,,0.4
450.0,20.0,,0.4
460.0,20.0,,0.4
470.0,20.0,,0.4
480.0,20.0,,0.4
490.0,20.0,,0.4
500.0,20.0,,0.4
510.0,20.0,,0.4
520.0,20.0,,0.4
530.0,20.0,,0.4
540.0,20.0,,0.4
550.0,20.0,,0.4
560.0,20.0,,0.4
570.0,20.0,,0.4
580.0,20.0,,0.4
590.0,20.0,,0.4
600.0,20.0,,0.4
610.0,20.0,,0.4
620.0,20.0,,0.4
630.0,20.0,,0.4
640.0,20.0,,0.4
650.0,20.0,,0.4
660.0,20.0,,0.4
670.0,20.0,,0.4
680.0,20.0,,0.4
690.0,20.0,,0.4
700.0,20.0,,0.4
710.0,20.0,,0.4
720.0,20.0,,0.4
730.0,20.0,,0.4
740.0,20.0,,0.4
750.0,20.0,,0.4
0.0,30.0,,0.4
10.0,30.0,,0.4
20.0,30.0,,0.4
30.0,30.0,,0.4
40.0,30.0,,0.4
50.0,30.0,,0.4
60.0,30.0,,0.4
70.0,30.0,,0.4
80.0,30.0,,0.4
90.0,30.0,,0.4
100.0,30.0,,0.4
110.0,30.0,,0.4
120.0,30.0,,0.4
130.0,30.0,,0.4
140.0,30.0,,0.4
150.0,30.0,,0.4
160.0,30.0,,0.4
170.0,30.0,,0.4
180.0,30.0,,0.4
190.0,30.0,,0.4
200.0,30.0,,0.4
210.0,30.0,,0.4
220.0,30.0,,0.4
230.0,30.0,,0.4
240.0,30.0,,0.4
250.0,30.0,,0.4
260.0,30.0,,0.4
270.0,30.0,,0.4
280.0,30.0,,0.4
290.0,30.0,,0.4
300.0,30.0,,0.4
310.0,30.0,,0.4
320.0,30.0,,0.4
330.0,30.0,,0.4
340.0,30.0,,0.4
350.0,30.0,,0.4
