x,y,elevation,m_sp
0.0,0.0,,0.2
10.0,0.0,,0.2
20.0,0.0,,0.2
30.0,0.0,,0.2
40.0,0.0,,0.2
50.0,0.0,,0.2
60.0,0.0,,0.2
70.0,0.0,,0.2
80.0,0.0,,0.2
90.0,0.0,,0.2
100.0,0.0,,0.2
110.0,0.0,,0.2
120.0,0.0,,0.2
130.0,0.0,,0.2
140.0,0.0,,0.2
150.0,0.0,,0.2
160.0,0.0,,0.2
170.0,0.0,,0.2
180.0,0.0,,0.2
190.0,0.0,,0.2
200.0,0.0,,0.2
210.0,0.0,,0.2
220.0,0.0,,0.2
230.0,0.0,,0.2
240.0,0.0,,0.2
250.0,0.0,,0.2
260.0,0.0,,0.2
270.0,0.0,,0.2
280.0,0.0,,0.2
290.0,0.0,,0.2
300.0,0.0,,0.2
310.0,0.0,,0.2
320.0,0.0,,0.2
330.0,0.0,,0.2
340.0,0.0,,0.2
350.0,0.0,,0.2
360.0,0.0,,0.2
370.0,0.0,,0.2
380.0,0.0,,0.2
390.0,0.0,,0.2
400.0,0.0,,0.2
410.0,0.0,,0.2
420.0,0.0,,0.2
430.0,0.0,,0.2
440.0,0.0,,0.2
450.0,0.0,,0.2
460.0,0.0,,0.2
470.0,0.0,,0.2
480.0,0.0,,0.2
490.0,0.0,,0.2
500.0,0.0,,0.2
510.0,0.0,,0.2
520.0,0.0,,0.2
530.0,0.0,,0.2
540.0,0.0,,0.2
550.0,0.0,,0.2
560.0,0.0,,0.2
570.0,0.0,,0.2
580.0,0.0,,0.2
590.0,0.0,,0.2
600.0,0.0,,0.2
610.0,0.0,,0.2
620.0,0.0,,0.2
630.0,0.0,,0.2
640.0,0.0,,0.2
650.0,0.0,,0.2
660.0,0.0,,0.2
670.0,0.0,,0.2
680.0,0.0,,0.2
690.0,0.0,,0.2
700.0,0.0,,0.2
710.0,0.0,,0.2
720.0,0.0,,0.2
730.0,0.0,,0.2
740.0,0.0,,0.2
750.0,0.0,,0.2
0.0,10.0,,0.2
10.0,10.0,,0.2
20.0,10.0,,0.2
30.0,10.0,,0.2
40.0,10.0,,0.2
50.0,10.0,,0.2
60.0,10.0,,0.2
70.0,10.0,,0.2
80.0,10.0,,0.2
90.0,10.0,,0.2
100.0,10.0,,0.2
110.0,10.0,,0.2
120.0,10.0,,0.2
130.0,10.0,,0.2
140.0,10.0,,0.2
150.0,10.0,,0.2
160.0,10.0,,0.2
170.0,10.0,,0.2
180.0,10.0,,0.2
190.0,10.0,,0.2
200.0,10.0,,0.2
210.0,10.0,,0.2
220.0,10.0,,0.2
230.0,10.0,,0.2
240.0,10.0,,0.2
250.0,10.0,,0.2
260.0,10.0,,0.2
270.0,10.0,,0.2
280.0,10.0,,0.2
290.0,10.0,,0.2
300.0,10.0,,0.2
310.0,10.0,,0.2
320.0,10.0,,0.2
330.0,10.0,,0.2
340.0,10.0,,0.2
350.0,10.0,,0.2
360.0,10.0,,0.2
370.0,10.0,,0.2
380.0,10.0,,0.2
390.0,10.0,,0.2
400.0,10.0,,0.2
410.0,10.0,,0.2
420.0,10.0,,0.2
430.0,10.0,,0.2
440.0,10.0,,0.2
450.0,10.0,,0.2
460.0,10.0,,0.2
470.0,10.0,,0.2
480.0,10.0,,0.2
490.0,10.0,,0.2
500.0,10.0,,0.2
510.0,10.0,,0.2
520.0,10.0,,0.2
530.0,10.0,,0.2
540.0,10.0,,0.2
550.0,10.0,,0.2
560.0,10.0,,0.2
570.0,10.0,,0.2
580.0,10.0,,0.2
590.0,10.0,,0.2
600.0,10.0,,0.2
610.0,10.0,,0.2
620.0,10.0,,0.2
630.0,10.0,,0.2
640.0,10.0,,0.2
650.0,10.0,,0.2
660.0,10.0,,0.2
670.0,10.0,,0.2
680.0,10.0,,0.2
690.0,10.0,,0.2
700.0,10.0,,0.2
710.0,10.0,,0.2
720.0,10.0,,0.2
730.0,10.0,,0.2
740.0,10.0,,0.2
750.0,10.0,,0.2
0.0,20.0,,0.2
10.0,20.0,,0.2
20.0,20.0,,0.2
30.0,20.0,,0.2
40.0,20.0,,0.2
50.0,20.0,,0.2
60.0,20.0,,0.2
70.0,20.0,,0.2
80.0,20.0,,0.2
90.0,20.0,,0.2
100.0,20.0,,0.2
110.0,20.0,,0.2
120.0,20.0,,0.2
130.0,20.0,,0.2
140.0,20.0,,0.2
150.0,20.0,,0.2
160.0,20.0,,0.2
170.0,20.0,,0.2
180.0,20.0,,0.2
190.0,20.0,,0.2
200.0,20.0,,0.2
210.0,20.0,,0.2
220.0,20.0,,0.2
230.0,20.0,,0.2
240.0,20.0,,0.2
250.0,20.0,,0.2
260.0,20.0,,0.2
270.0,20.0,,0.2
280.0,20.0,,0.2
290.0,20.0,,0.2
300.0,20.0,,0.2
310.0,20.0,,0.2
320.0,20.0,,0.2
330.0,20.0,,0.2
340.0,20.0,,0.2
350.0,20.0,,0.2
360.0,20.0,,0.2
370.0,20.0,,0.2
380.0,20.0,,0.2
390.0,20.0,,0.2
400.0,20.0,,0.2
410.0,20.0,,0.2
420.0,20.0,,0.2
430.0,20.0,,0.2
440.0,20.0,,0.2
450.0,20.0,,0.2
460.0,20.0,,0.2
470.0,20.0,,0.2
480.0,20.0,,0.2
490.0,20.0,,0.2
500.0,20.0,,0.2
510.0,20.0,,0.2
520.0,20.0,,0.2
530.0,20.0,,0.2
540.0,20.0,,0.2
550.0,20.0,,0.2
560.0,20.0,,0.2
570.0,20.0,,0.2
580.0,20.0,,0.2
590.0,20.0,,0.2
600.0,20.0,,0.2
610.0,20.0,,0.2
620.0,20.0,,0.2
630.0,20.0,,0.2
640.0,20.0,,0.2
650.0,20.0,,0.2
660.0,20.0,,0.2
670.0,20.0,,0.2
680.0,20.0,,0.2
690.0,20.0,,0.2
700.0,20.0,,0.2
710.0,20.0,,0.2
720.0,20.0,,0.2
730.0,20.0,,0.2
740.0,20.0,,0.2
750.0,20.0,,0.2
0.0,30.0,,0.2
10.0,30.0,,0.2
20.0,30.0,,0.2
30.0,30.0,,0.2
40.0,30.0,,0.2
50.0,30.0,,0.2
60.0,30.0,,0.2
70.0,30.0,,0.2
80.0,30.0,,0.2
90.0,30.0,,0.2
100.0,30.0,,0.2
110.0,30.0,,0.2
120.0,30.0,,0.2
130.0,30.0,,0.2
140.0,30.0,,0.2
150.0,30.0,,0.2
160.0,30.0,,0.2
170.0,30.0,,0.2
180.0,30.0,,0.2
190.0,30.0,,0.2
200.0,30.0,,0.2
210.0,30.0,,0.2
220.0,30.0,,0.2
230.0,30.0,,0.2
240.0,30.0,,0.2
250.0,30.0,,0.2
260.0,30.0,,0.2
270.0,30.0,,0.2
280.0,30.0,,0.2
290.0,30.0,,0.2
300.0,30.0,,0.2
310.0,30.0,,0.2
320.0,30.0,,0.2
330.0,30.0,,0.2
340.0,30.0,,0.2
350.0,30.0,,0.2
360.0,30.0,,0.2
370.0,30.0,,0.2
380.0,30.0,,0.2
390.0,30.0,,0.2
400.0,30.0,,0.2
410.0,30.0,,0.2
420.0,30.0,,0.2
430.0,30.0,,0.2
440.0,30.0,,0.2
450.0,30.0,,0.2
460.0,30.0,,0.2
470.0,30.0,,0.2
480.0,30.0,,0.2
490.0,30.0,,0.2
500.0,30.0,,0.2
510.0,30.0,,0.2
520.0,30.0,,0.2
530.0,30.0,,0.2
540.0,30.0,,0.2
550.0,30.0,,0.2
560.0,30.0,,0.2
570.0,30.0,,0.2
580.0,30.0,,0.2
590.0,30.0,,0.2
600.0,30.0,,0.2
610.0,30.0,,0.2
620.0,30.0,,0.2
630.0,30.0,,0.2
640.0,30.0,,0.2
650.0,30.0,,0.2
660.0,30.0,,0.2
670.0,30.0,,0.2
680.0,30.0,,0.2
690.0,30.0,,0.2
700.0,30.0,,0.2
710.0,30.0,,0.2
720.0,30.0,,0.2
730.0,30.0,,0.2
740.0,30.0,,0.2
750.0,30.0,,0.2
0.0,40.0,,0.2
10.0,40.0,,0.2
20.0,40.0,,0.2
30.0,40.0,,0.2
40.0,40.0,,0.2
50.0,40.0,,0.2
60.0,40.0,,0.2
70.0,40.0,,0.2
80.0,40.0,,0.2
90.0,40.0,,0.2
100.0,40.0,,0.2
110.0,40.0,,0.2
120.0,40.0,,0.2
130.0,40.0,,0.2
140.0,40.0,,0.2
150.0,40.0,,0.2
160.0,40.0,,0.2
170.0,40.0,,0.2
180.0,40.0,,0.2
190.0,40.0,,0.2
200.0,40.0,,0.2
210.0,40.0,,0.2
220.0,40.0,,0.2
230.0,40.0,,0.2
240.0,40.0,,0.2
250.0,40.0,,0.2
260.0,40.0,,0.2
270.0,40.0,,0.2
280.0,40.0,,0.2
290.0,40.0,,0.2
300.0,40.0,,0.2
310.0,40.0,,0.2
320.0,40.0,,0.2
330.0,40.0,,0.2
340.0,40.0,,0.2
350.0,40.0,,0.2
360.0,40.0,,0.2
370.0,40.0,,0.2
380.0,40.0,,0.2
390.0,40.0,,0.2
400.0,40.0,,0.2
410.0,40.0,,0.2
420.0,40.0,,0.2
430.0,40.0,,0.2
440.0,40.0,,0.2
450.0,40.0,,0.2
460.0,40.0,,0.2
470.0,40.0,,0.2
480.0,40.0,,0.2
490.0,40.0,,0.2
500.0,40.0,,0.2
510.0,40.0,,0.2
520.0,40.0,,0.2
530.0,40.0,,0.2
540.0,40.0,,0.2
550.0,40.0,,0.2
560.0,40.0,,0.2
570.0,40.0,,0.2
580.0,40.0,,0.2
590.0,40.0,,0.2
600.0,40.0,,0.2
610.0,40.0,1711.3999999999999,0.2
620.0,40.0,1711.3999999999999,0.2
630.0,40.0,1710.3999999999999,0.2
640.0,40.0,1710.3999999999999,0.2
650.0,40.0,,0.2
660.0,40.0,,0.2
670.0,40.0,,0.2
680.0,40.0,,0.2
690.0,40.0,,0.2
700.0,40.0,,0.2
710.0,40.0,,0.2
720.0,40.0,,0.2
730.0,40.0,,0.2
740.0,40.0,,0.2
750.0,40.0,,0.2
0.0,50.0,,0.2
10.0,50.0,,0.2
20.0,50.0,,0.2
30.0,50.0,,0.2
40.0,50.0,,0.2
50.0,50.0,,0.2
60.0,50.0,,0.2
70.0,50.0,,0.2
80.0,50.0,,0.2
90.0,50.0,,0.2
100.0,50.0,,0.2
110.0,50.0,,0.2
120.0,50.0,,0.2
130.0,50.0,,0.2
140.0,50.0,,0.2
150.0,50.0,,0.2
160.0,50.0,,0.2
170.0,50.0,,0.2
180.0,50.0,,0.2
190.0,50.0,,0.2
200.0,50.0,,0.2
210.0,50.0,,0.2
220.0,50.0,,0.2
230.0,50.0,,0.2
240.0,50.0,,0.2
250.0,50.0,,0.2
260.0,50.0,,0.2
270.0,50.0,,0.2
280.0,50.0,,0.2
290.0,50.0,,0.2
300.0,50.0,,0.2
310.0,50.0,,0.2
320.0,50.0,,0.2
330.0,50.0,,0.2
340.0,50.0,,0.2
350.0,50.0,,0.2
360.0,50.0,,0.2
370.0,50.0,,0.2
380.0,50.0,1700.3999999999999,0.2
390.0,50.0,1701.3999999999999,0.2
400.0,50.0,1701.3999999999999,0.2
410.0,50.0,,0.2
420.0,50.0,,0.2
430.0,50.0,,0.2
440.0,50.0,,0.2
450.0,50.0,,0.2
460.0,50.0,,0.2
470.0,50.0,,0.2
480.0,50.0,,0.2
490.0,50.0,,0.2
500.0,50.0,,0.2
510.0,50.0,,0.2
520.0,50.0,,0.2
530.0,50.0,,0.2
540.0,50.0,,0.2
550.0,50.0,,0.2
560.0,50.0,,0.2
570.0,50.0,,0.2
580.0,50.0,,0.2
590.0,50.0,,0.2
600.0,50.0,1710.3999999999999,0.2
610.0,50.0,1710.3999999999999,0.2
620.0,50.0,1709.398008432122,0.2
630.0,50.0,1708.3990037610447,0.2
640.0,50.0,1709.3999999999999,0.2
650.0,50.0,1708.3999999999999,0.2
660.0,50.0,,0.2
670.0,50.0,,0.2
680.0,50.0,,0.2
690.0,50.0,,0.2
700.0,50.0,,0.2
710.0,50.0,,0.2
720.0,50.0,,0.2
730.0,50.0,,0.2
740.0,50.0,,0.2
750.0,50.0,,0.2
0.0,60.0,,0.2
10.0,60.0,,0.2
20.0,60.0,,0.2
30.0,60.0,,0.2
40.0,60.0,,0.2
50.0,60.0,,0.2
60.0,60.0,,0.2
70.0,60.0,,0.2
80.0,60.0,,0.2
90.0,60.0,,0.2
100.0,60.0,,0.2
110.0,60.0,,0.2
120.0,60.0,,0.2
130.0,60.0,,0.2
140.0,60.0,,0.2
150.0,60.0,,0.2
160.0,60.0,,0.2
170.0,60.0,,0.2
180.0,60.0,,0.2
190.0,60.0,,0.2
200.0,60.0,,0.2
210.0,60.0,,0.2
220.0,60.0,,0.2
230.0,60.0,,0.2
240.0,60.0,,0.2
250.0,60.0,,0.2
260.0,60.0,,0.2
270.0,60.0,,0.2
280.0,60.0,,0.2
290.0,60.0,,0.2
300.0,60.0,,0.2
310.0,60.0,,0.2
320.0,60.0,,0.2
330.0,60.0,,0.2
340.0,60.0,,0.2
350.0,60.0,,0.2
360.0,60.0,,0.2
370.0,60.0,1700.3999999999999,0.2
380.0,60.0,1701.3999999999999,0.2
390.0,60.0,1699.3999999999999,0.2
400.0,60.0,1700.3999999999999,0.2
410.0,60.0,1701.3999999999999,0.2
420.0,60.0,,0.2
430.0,60.0,,0.2
440.0,60.0,,0.2
450.0,60.0,,0.2
460.0,60.0,,0.2
470.0,60.0,,0.2
480.0,60.0,,0.2
490.0,60.0,,0.2
500.0,60.0,,0.2
510.0,60.0,,0.2
520.0,60.0,,0.2
530.0,60.0,,0.2
540.0,60.0,,0.2
550.0,60.0,,0.2
560.0,60.0,,0.2
570.0,60.0,,0.2
580.0,60.0,,0.2
590.0,60.0,1711.3999999999999,0.2
600.0,60.0,1709.3999999999999,0.2
610.0,60.0,1709.3964818222134,0.2
620.0,60.0,1707.3957027289314,0.2
630.0,60.0,1707.3951047221249,0.2
640.0,60.0,1708.397184557583,0.2
650.0,60.0,1707.3999999999999,0.2
660.0,60.0,,0.2
670.0,60.0,,0.2
680.0,60.0,,0.2
690.0,60.0,,0.2
700.0,60.0,,0.2
710.0,60.0,,0.2
720.0,60.0,,0.2
730.0,60.0,,0.2
740.0,60.0,,0.2
750.0,60.0,,0.2
0.0,70.0,,0.2
10.0,70.0,,0.2
20.0,70.0,,0.2
30.0,70.0,,0.2
40.0,70.0,,0.2
50.0,70.0,,0.2
60.0,70.0,,0.2
70.0,70.0,,0.2
80.0,70.0,,0.2
90.0,70.0,,0.2
